procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129268736  69988 328812    0    0     0   632 3599 11462  0  0 97  3  0
 0  1      0 129269152  70112 328888    0    0     0   768 3766 12397  0  0 96  3  0
 1  1      0 129268168  70244 329016    0    0     0   776 3814 11778  0  0 96  3  0
 0  1      0 129268312  70344 329068    0    0     0   688 3997 11576  0  0 97  3  0
 0  1      0 129268768  70488 329460    0    0     0   700 3789 11696  0  0 97  3  0
 1  1      0 129269360  70620 329564    0    0     0   748 3838 12310  0  0 96  3  0
 0  2      0 129268816  70752 329672    0    0     0   720 3760 11803  0  0 96  3  0
 0  1      0 129268464  70836 329812    0    0     0  1720 3775 11603  0  0 96  3  0
 0  2      0 129268464  70972 329920    0    0     0   724 3659 11626  0  0 97  3  0
 0  1      0 129266696  71108 330108    0    0     0   620 3856 11505  0  0 96  3  0
 0  1      0 129266032  71236 330260    0    0     0   736 3621 12221  0  0 96  3  0
 0  1      0 129265584  71340 330400    0    0     0   812 3915 12755  0  0 97  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129265432  71472 330512    0    0     0   732 3665 12364  0  0 97  3  0
 0  1      0 129265856  71592 330776    0    0     0   680 3778 11510  0  0 96  3  0
 0  1      0 129265648  71720 330800    0    0     0   784 3706 12394  0  0 96  3  0
 0  1      0 129265472  71852 331028    0    0     0   668 3696 11524  0  0 97  3  0
 0  1      0 129265320  71956 331108    0    0     0   652 3776 11627  0  0 96  3  0
 0  2      0 129265120  72096 331320    0    0     0   744 3816 11805  1  0 96  3  0
 0  1      0 129265200  72224 331380    0    0     0   776 3767 12370  0  0 97  3  0
 2  1      0 129263856  72344 331648    0    0     0   680 3935 11502  0  0 96  3  0
 0  1      0 129263024  72468 331760    0    0     0   696 3744 11633  0  0 97  3  0
 0  2      0 129262968  72576 332104    0    0     0   724 3728 11712  0  0 97  3  0
 0  2      0 129263248  72704 332124    0    0     0   768 3710 12293  0  0 96  3  0
 0  1      0 129262864  72836 332188    0    0     4   704 3914 11806  0  0 96  3  0
 0  2      0 129262688  72968 332468    0    0     0   756 3773 11795  0  0 96  3  0
 0  1      0 129262344  73060 332608    0    0     0   628 3599 11241  0  0 97  3  0
 1  1      0 129262320  73184 332676    0    0     0   704 3700 11628  0  0 96  3  0
 0  1      0 129262400  73324 332764    0    0     0   700 3846 11793  0  0 96  3  0
 0  2      0 129261288  73452 333036    0    0     0   668 3609 11469  0  0 97  3  0
 0  1      0 129261840  73560 333180    0    0     0   692 3642 11504  0  0 96  3  0
 0  2      0 129261200  73668 333220    0    0     0   736 3739 11820  0  0 96  3  0
 0  1      0 129261160  73772 333124    0    0     0   708 3688 12210  0  0 97  3  0
 0  1      0 129260768  73892 333020    0    0     0   684 3560 11575  0  0 97  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129260040  73984 333688    0    0     0   780 3860 12513  0  0 96  3  0
 0  1      0 129258688  74092 333880    0    0     0   676 3698 11504  0  0 97  3  0
 0  1      0 129258456  74220 333776    0    0     0   776 3763 11743  0  0 97  3  0
 0  1      0 129259144  74324 333652    0    0     0   720 3673 11562  0  0 97  3  0
 0  2      0 129258480  74440 334504    0    0     0   704 3779 11713  0  0 96  3  0
 0  2      0 129258496  74560 334544    0    0     0   740 3590 11545  0  0 97  3  0
 0  1      0 129259128  74684 334784    0    0     0   696 3767 12259  0  0 96  3  0
 0  1      0 129258128  74800 334904    0    0     0   664 3690 11067  0  0 97  3  0
 0  1      0 129258296  74932 334988    0    0     0   736 3779 12198  0  0 97  3  0
 1  1      0 129257328  75052 335140    0    0     0   740 3645 12370  0  0 97  3  0
 0  1      0 129257208  75176 335272    0    0     0   756 3984 11953  0  0 97  3  0
 1  2      0 129257440  75284 335424    0    0     0   700 3786 11503  0  0 96  3  0
 0  1      0 129257208  75420 335612    0    0     0   712 3778 11808  0  0 97  3  0
 0  1      0 129256656  75532 335780    0    0     0   652 3610 10611  0  0 96  3  0
 0  1      0 129256104  75656 335960    0    0     0   720 3920 11933  0  0 96  3  0
 0  1      0 129255936  75756 336204    0    0     0   692 3739 11269  0  0 97  3  0
 0  1      0 129255680  75864 336296    0    0     0   752 3759 11277  0  0 96  3  0
 0  1      0 129254496  75964 336392    0    0     0   648 3590 10627  0  0 97  3  0
 0  1      0 129252880  76096 336532    0    0     0  1808 4031 11569  1  0 96  3  0
 0  1      0 129252256  76232 336672    0    0     0   660 3681 11290  0  0 96  3  0
 0  2      0 129252216  76356 336696    0    0     0   696 3720 11390  0  0 97  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129251760  76452 336760    0    0     0   696 3683 11421  0  0 97  3  0
 0  1      0 129251872  76560 337144    0    0     0   744 3806 11877  0  0 97  3  0
 0  1      0 129252000  76680 337300    0    0     0   672 3714 11419  0  0 97  3  0
 0  2      0 129251248  76832 337228    0    0     0   748 3839 11492  0  0 96  3  0
 0  1      0 129250808  76932 337604    0    0     0   640 3727 11236  0  0 97  3  0
 0  1      0 129250216  77064 337800    0    0     0   696 3706 11563  0  0 97  3  0
 0  1      0 129250080  77196 337964    0    0     0   688 3631 11425  0  0 97  3  0
 0  1      0 129249176  77292 338004    0    0     0   772 3884 12441  0  0 96  3  0
 1  0      0 129249056  77416 338080    0    0     0   640 3649 11044  0  0 97  3  0
 0  1      0 129248720  77504 338452    0    0     0   704 3735 11784  0  0 96  3  0
 0  1      0 129248280  77576 338484    0    0     0   788 4302 12242  0  0 96  3  0
 0  1      0 129248720  77696 338828    0    0     0   796 4324 12587  0  0 96  3  0
 0  1      0 129248592  77796 338964    0    0     0   732 3742 12131  0  0 97  3  0
 3  1      0 129248184  77884 339060    0    0     0   668 3794 11538  0  0 97  3  0
 0  1      0 129247888  78004 339220    0    0     0   712 3818 11908  1  0 96  3  0
 0  2      0 129247136  78084 339404    0    0     0   772 3730 12379  0  0 97  3  0
 1  2      0 129247288  78208 339524    0    0     0   660 3647 11542  0  0 97  3  0
 1  1      0 129247920  78328 339616    0    0     0   676 3741 11458  0  0 97  3  0
 0  1      0 129247200  78464 339608    0    0     0   724 3970 11989  0  0 96  3  0
 1  1      0 129246560  78596 339936    0    0     0   744 3881 12529  0  0 97  3  0
 0  1      0 129245904  78684 339988    0    0     0   700 3679 11573  0  0 97  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129245952  78772 340204    0    0     0   708 3754 11572  0  0 96  3  0
 0  1      0 129244544  78872 340408    0    0     0   688 3739 11702  0  0 97  3  0
 0  1      0 129244960  79004 340440    0    0     0   740 3870 11690  0  0 96  3  0
 1  1      0 129243856  79132 340584    0    0     0   668 3778 11873  0  0 96  3  0
 0  1      0 129242864  79256 340720    0    0     0   700 3846 11665  0  0 97  3  0
 0  1      0 129243144  79384 340856    0    0     0   708 4019 11528  0  0 97  3  0
 0  2      0 129243160  79480 340956    0    0     0   748 4164 11862  0  0 97  3  0
 0  1      0 129241520  79576 341044    0    0     0   704 4065 11664  0  0 97  3  0
 0  1      0 129242008  79688 341132    0    0     0   644 3735 11351  0  0 97  3  0
 0  1      0 129242272  79812 340964    0    0     0   692 3760 11602  0  0 97  3  0
 2  2      0 129242192  79908 341428    0    0     0  1820 4044 11962  0  0 96  3  0
 0  1      0 129241520  80012 341632    0    0     0   688 3710 11367  0  0 97  3  0
 1  1      0 129241600  80120 341848    0    0     0   640 3568 10904  0  0 97  3  0
 1  1      0 129242032  80240 341900    0    0     0   696 3726 11447  0  0 96  3  0
 0  2      0 129241488  80384 342080    0    0     0   684 3831 11392  0  0 96  3  0
 0  1      0 129241248  80512 341992    0    0     0   684 3801 11206  0  0 96  3  0
 0  1      0 129240096  80640 342300    0    0     0   624 3671 11278  0  0 97  3  0
 0  1      0 129239168  80752 342368    0    0     0   676 3781 11705  0  0 96  3  0
 1  1      0 129239200  80888 342448    0    0     0   708 3774 11598  0  0 97  3  0
 0  1      0 129239088  81024 342660    0    0     0   736 3706 11731  0  0 96  3  0
 0  1      0 129238712  81152 342764    0    0     0   644 3632 11389  0  0 97  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129238520  81284 342680    0    0     0   640 3768 11544  0  0 96  3  0
 0  1      0 129238400  81424 342988    0    0     0   740 3780 11674  0  0 96  3  0
 0  1      0 129237800  81560 343156    0    0     0   744 3662 12213  0  0 97  3  0
 0  1      0 129237064  81624 343272    0    0     0   640 3666 10768  0  0 97  3  0
 0  1      0 129236848  81764 343400    0    0     0   732 3657 11597  0  0 96  3  0
 0  1      0 129236832  81888 343560    0    0     0   712 3743 11718  0  0 96  3  0
 0  1      0 129236616  81976 343632    0    0     0   816 3741 13048  0  0 96  3  0
 0  1      0 129235512  82104 343680    0    0     0   636 3707 11436  0  0 96  3  0
 0  1      0 129234640  82176 343796    0    0     0   732 3624 11060  0  0 97  3  0
 0  1      0 129235296  82252 344196    0    0     0   740 3750 12202  0  0 97  3  0
 0  1      0 129234336  82352 344116    0    0     0   748 3819 11985  0  0 97  3  0
 0  1      0 129233584  82464 344468    0    0     0   656 3708 11495  0  0 96  3  0
 0  1      0 129233304  82596 344520    0    0     0   644 3610 11038  0  0 97  3  0
 0  1      0 129233560  82688 344544    0    0     0   804 3858 13108  0  0 96  3  0
 0  1      0 129233000  82772 344836    0    0     0   732 3760 11696  1  0 96  3  0
 0  1      0 129232400  82876 344912    0    0     0   688 3715 11546  0  0 97  3  0
 0  1      0 129232688  82988 345116    0    0     0  1792 3869 11997  0  0 97  3  0
 0  1      0 129232112  83104 345336    0    0     0   740 3887 11890  0  0 96  3  0
 0  1      0 129231976  83200 345364    0    0     0   780 3952 13306  0  0 97  3  0
 0  1      0 129231608  83288 345544    0    0     0   724 3830 12459  0  0 96  3  0
 0  1      0 129231568  83384 345620    0    0     0   812 3877 12747  0  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129232144  83512 345744    0    0     0   764 3850 12321  0  0 96  3  0
 0  1      0 129231928  83624 345992    0    0     0  1744 3678 11765  0  0 97  3  0
 1  1      0 129231248  83740 346068    0    0     0  1768 3714 11139  0  0 97  3  0
 1  1      0 129230848  83840 346228    0    0     0   728 3849 11837  0  0 96  3  0
 0  1      0 129231056  83916 346412    0    0     0   792 3692 12280  0  0 96  3  0
 0  1      0 129230528  84044 346420    0    0     0   640 3570 10906  0  0 97  3  0
 0  1      0 129231064  84152 346652    0    0     0   624 3573 11323  0  0 97  3  0
 0  1      0 129230768  84280 346804    0    0     0   712 4245 11880  0  0 96  3  0
 0  1      0 129230296  84424 346908    0    0     0   720 4041 12343  0  0 97  3  0
 0  1      0 129229632  84556 347132    0    0     0   720 3727 11552  0  0 96  3  0
 0  1      0 129229808  84684 347072    0    0     0   672 3800 11626  0  0 96  3  0
 0  1      0 129229664  84776 347368    0    0     0   764 3831 11873  0  0 97  3  0
 0  1      0 129228848  84912 347532    0    0     0   716 3655 12156  0  0 97  3  0
 1  1      0 129228384  85028 347744    0    0     0   704 3629 11603  0  0 96  3  0
 0  1      0 129228432  85128 347788    0    0     0   652 3666 10896  0  0 97  3  0
 0  2      0 129228368  85252 347848    0    0     0   676 3745 11573  0  0 97  3  0
 0  2      0 129228176  85388 348116    0    0     0  1740 3722 11792  0  0 97  3  0
 0  1      0 129228608  85488 348292    0    0     0   680 3779 11688  0  0 96  3  0
 1  1      0 129228136  85600 348424    0    0     0   800 3887 12443  1  0 96  3  0
 0  1      0 129227776  85696 348432    0    0     0   812 3721 12268  0  0 97  3  0
 0  1      0 129227408  85832 348864    0    0     0   744 3926 12655  0  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129227664  85940 349052    0    0     0   740 3811 12530  0  0 96  3  0
 0  1      0 129227408  86052 349208    0    0     0   724 3603 11630  0  0 97  3  0
 0  1      0 129227408  86144 349416    0    0     0   772 3882 12747  0  0 97  3  0
 1  2      0 129227040  86268 349528    0    0     0   832 3885 12608  1  0 96  3  0
 0  1      0 129227104  86368 349548    0    0     0   660 3645 11363  0  0 96  3  0
 1  1      0 129226728  86504 349756    0    0     0   728 3673 11827  0  0 97  3  0
 0  1      0 129226000  86628 350052    0    0     0   656 3842 11463  0  0 97  3  0
 0  1      0 129225712  86728 350236    0    0     0   676 3633 11465  0  0 97  3  0
 0  1      0 129225008  86860 350340    0    0     0   744 3708 11661  0  0 96  3  0
 0  1      0 129224584  86980 350468    0    0     0   728 3635 11698  0  0 96  3  0
 0  1      0 129224736  87100 350428    0    0     0   620 3749 11423  0  0 97  3  0
 0  1      0 129225232  87176 350720    0    0     0   704 3610 11596  0  0 97  3  0
 0  1      0 129225416  87304 350772    0    0     0   744 3793 12351  0  0 96  3  0
 0  1      0 129225424  87404 350932    0    0     0   696 3730 11701  0  0 97  3  0
 1  1      0 129225320  87488 351072    0    0     0   628 3741 11421  0  0 96  3  0
 0  1      0 129224480  87620 351068    0    0     0   668 3591 10929  0  0 97  3  0
 0  1      0 129224640  87716 351248    0    0     0   712 3777 12306  0  0 96  3  0
 0  1      0 129223728  87852 351384    0    0     0   736 4053 12490  0  0 96  3  0
 0  1      0 129223328  87964 351504    0    0     0   832 3960 11825  0  0 97  3  0
 0  1      0 129222848  88092 351592    0    0     0  1700 3685 11436  0  0 96  3  0
 0  2      0 129222672  88204 351864    0    0     0   756 3907 12057  0  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129222864  88336 352000    0    0     0   708 3740 12277  0  0 96  3  0
 0  1      0 129222872  88480 352156    0    0     0   776 4557 12566  0  0 97  3  0
 0  1      0 129222016  88576 352212    0    0     0   544 3536 9987  0  0 97  3  0
 0  1      0 129222008  88660 352336    0    0     0   744 4195 12292  0  0 97  3  0
 0  1      0 129221616  88764 352272    0    0     0   724 3945 12285  0  0 97  3  0
 0  1      0 129221360  88852 352184    0    0     0   828 4132 12492  0  0 97  3  0
 0  1      0 129222672  88948 352680    0    0     0   596 3832 10678  0  0 96  3  0
 0  1      0 129222800  89060 352812    0    0     0   724 4098 11782  0  0 97  3  0
 0  2      0 129222432  89168 352960    0    0     0   760 4067 11626  0  0 96  3  0
 1  1      0 129222288  89284 353068    0    0     0   700 4191 12392  0  0 96  3  0
 0  1      0 129222288  89392 352960    0    0     0   676 3758 10872  0  0 97  3  0
 0  1      0 129222056  89504 353304    0    0     0   768 3882 11657  0  0 97  3  0
 0  1      0 129221392  89612 353368    0    0     0   716 3918 12155  0  0 97  3  0
 2  0      0 129221192  89716 353436    0    0     0   696 3933 11697  0  0 97  3  0
 0  1      0 129221960  89824 353604    0    0     0   668 3759 11292  0  0 97  3  0
 0  1      0 129221976  89932 353640    0    0     0   656 3652 11408  0  0 97  3  0
 0  1      0 129221840  90084 353800    0    0     0   740 3872 11992  0  0 97  3  0
 0  1      0 129221832  90212 353892    0    0     0  1780 4019 11908  0  0 97  3  0
 0  2      0 129221216  90320 354080    0    0     0   704 3588 10845  0  0 97  3  0
 0  1      0 129221216  90424 354240    0    0     0   668 3766 12074  0  0 97  3  0
 0  1      0 129219824  90564 354428    0    0     0   776 3874 12691  0  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129219264  90716 354464    0    0     0   776 3862 11798  0  0 97  3  0
 0  2      0 129218480  90812 354752    0    0     0   740 3670 12388  0  0 96  3  0
 0  1      0 129219104  90924 354872    0    0     0   656 3824 11050  0  0 96  3  0
 0  1      0 129217544  91052 354964    0    0     0   672 3751 11253  0  0 96  3  0
 1  0      0 129217184  91180 355120    0    0     0   716 3911 12243  0  0 97  3  0
 0  1      0 129216840  91308 355232    0    0     0   736 3703 11599  0  0 97  3  0
 0  1      0 129216208  91416 355328    0    0     0   680 3794 11567  0  0 96  3  0
 0  1      0 129216576  91528 355516    0    0     0   680 3661 11570  0  0 96  3  0
 0  1      0 129215760  91636 355616    0    0     0   768 3801 12425  0  0 97  3  0
 0  1      0 129215520  91780 355708    0    0     0   708 3803 11711  0  0 96  3  0
 0  1      0 129214400  91884 355784    0    0     0   616 3661 10868  0  0 97  3  0
 0  1      0 129213744  92008 355696    0    0     0   784 3778 13064  0  0 96  3  0
 0  1      0 129213168  92156 356100    0    0     0   720 3793 11781  0  0 96  3  0
 0  1      0 129213152  92264 356224    0    0     0   704 3676 11596  0  0 97  3  0
 0  1      0 129212672  92376 356352    0    0     0   644 3720 11555  0  0 97  3  0
 0  1      0 129211960  92492 356472    0    0     0   784 3754 12383  0  0 97  3  0
 0  1      0 129211472  92592 356592    0    0     0   732 3918 12572  0  0 96  3  0
 0  1      0 129211240  92692 356608    0    0     0   764 3669 11480  0  0 96  3  0
 0  1      0 129211000  92832 356876    0    0     0   708 3792 11712  0  0 96  3  0
 0  1      0 129211000  92904 356892    0    0     0   692 3546 11487  0  0 96  3  0
 0  1      0 129210008  93044 357092    0    0     0   764 3959 12527  0  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129209872  93128 357196    0    0     0   724 3568 11627  0  0 97  3  0
 0  1      0 129210032  93252 357584    0    0     0   760 3782 12313  0  0 97  3  0
 0  1      0 129208912  93340 357804    0    0     0   664 3891 11303  0  0 97  3  0
 0  2      0 129208384  93480 358020    0    0     0   756 3835 12502  0  0 97  3  0
 0  1      0 129207600  93572 358012    0    0     0   624 3527 11384  0  0 96  3  0
 0  1      0 129207616  93692 358304    0    0     0   708 3726 11587  0  0 96  3  0
 0  1      0 129207296  93772 358508    0    0     0   688 5862 11586  0  0 96  3  0
 0  2      0 129207360  93900 358692    0    0     0   752 3911 11426  0  0 97  3  0
 0  1      0 129207104  94036 358744    0    0     0   640 3595 11062  0  0 96  3  0
 0  1      0 129206096  94140 358980    0    0     0   764 3943 11519  0  0 96  3  0
 0  1      0 129205712  94260 359112    0    0     0   704 3734 11061  0  0 96  3  0
 0  1      0 129205648  94388 359212    0    0     0   736 3881 12427  1  0 96  3  0
 1  2      0 129205448  94488 359216    0    0     0   728 3629 10860  0  0 96  3  0
 0  1      0 129205248  94604 359500    0    0     0   756 3953 12508  0  0 97  3  0
 0  1      0 129204768  94744 359748    0    0     0   704 3654 11584  0  0 96  3  0
 0  1      0 129204672  94872 359880    0    0     0   724 3716 11647  0  0 97  3  0
 0  1      0 129203920  95000 360140    0    0     0   672 3694 11546  0  0 97  3  0
 0  2      0 129203536  95140 360312    0    0     0   776 3746 11800  0  0 96  3  0
 0  1      0 129202784  95276 360432    0    0     0   708 3697 12201  0  0 97  3  0
 1  1      0 129202320  95332 360636    0    0     0   660 3696 11498  0  0 97  3  0
 0  1      0 129201288  95396 360924    0    0     0   680 3832 11230  0  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 129201048  95516 361076    0    0     0   716 3858 11406  0  0 96  3  0
 0  2      0 129200912  95632 361264    0    0     0   728 3727 11336  0  0 97  3  0
 0  1      0 129200504  95740 361552    0    0     0   660 3935 11290  0  0 96  3  0
 0  1      0 129200552  95876 361640    0    0     0   672 3725 11258  0  0 96  3  0
 0  2      0 129200808  95972 361768    0    0     0   716 3751 11419  0  0 96  3  0
 0  1      0 129200688  96076 361892    0    0     0   728 3803 12306  0  0 97  3  0
 0  1      0 129200032  96200 361984    0    0     0   684 3958 11050  0  0 97  3  0
 1  1      0 129199808  96316 362112    0    0     0   692 3819 12194  0  0 97  3  0
 0  1      0 129199696  96448 362192    0    0     0   600 3739 10658  0  0 97  3  0
 0  1      0 129199056  96584 362220    0    0     0   744 4097 12302  0  0 96  3  0
 0  1      0 129199672  96712 362540    0    0     0   656 4006 11086  0  0 96  3  0
 0  1      0 129199160  96832 362696    0    0     0   716 3799 11356  0  0 97  3  0
 0  1      0 129198048  96924 362808    0    0     0   688 3808 11601  0  0 96  3  0
 0  1      0 129198336  97044 362860    0    0     0   744 4017 12320  0  0 96  3  0
 0  2      0 129198160  97164 362860    0    0     0   652 3685 10801  0  0 97  3  0
 0  1      0 129197488  97260 363076    0    0     0   640 3630 11077  0  0 97  3  0
 0  1      0 129198016  97388 363312    0    0     0   700 3873 11348  0  0 97  3  0
 0  1      0 129197808  97460 363444    0    0     0   720 3782 12132  0  0 96  3  0
 0  1      0 129196632  97596 363572    0    0     0   680 4031 11681  0  0 97  3  0
 0  1      0 129196936  97656 363736    0    0     0   708 3675 11345  0  0 97  3  0
 2  1      0 129196696  97756 363848    0    0     0   680 3790 11771  0  0 97  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129196560  97876 364020    0    0     0   764 3727 11743  0  0 96  3  0
 0  1      0 129195968  97968 364088    0    0     0   776 3905 13162  0  0 96  3  0
 0  1      0 129195872  98096 364328    0    0     0   692 3733 11734  0  0 96  3  0
 0  1      0 129195784  98200 364500    0    0     0   708 3754 11587  0  0 97  3  0
 0  1      0 129195536  98316 364712    0    0     0   776 3815 11810  0  0 96  3  0
 0  1      0 129195248  98408 364748    0    0     0   804 4061 12634  0  0 96  3  0
 0  1      0 129195240  98512 364936    0    0     0   724 3735 12366  1  0 96  3  0
 0  2      0 129194880  98648 365048    0    0     0   604 3539 10895  0  0 97  3  0
 0  1      0 129194704  98796 365260    0    0     0   792 3738 12489  1  0 96  3  0
 0  1      0 129194160  98944 365456    0    0     0   784 4181 12484  0  0 96  3  0
 0  1      0 129193680  99048 365524    0    0     0   680 3735 11474  0  0 97  3  0
 0  1      0 129193488  99168 365528    0    0     0   720 3859 10857  0  0 96  3  0
 0  2      0 129192704  99260 365860    0    0     0   796 3876 12475  0  0 96  3  0
 1  1      0 129192304  99380 366096    0    0     0   708 3805 12379  0  0 97  3  0
 0  1      0 129192184  99508 366268    0    0     0   684 3627 11586  0  0 97  3  0
 0  2      0 129191864  99628 366388    0    0     0   720 3711 11671  0  0 97  3  0
 0  1      0 129190960  99716 366528    0    0     0   740 3840 11665  0  0 96  3  0
 0  1      0 129190432  99852 366640    0    0     0   736 3789 12354  0  0 96  3  0
 0  1      0 129189968  99980 366636    0    0     0   796 3806 12337  0  0 97  3  0
 0  2      0 129189344 100112 367056    0    0     0   608 3610 10822  0  0 97  3  0
 0  1      0 129188176 100232 367124    0    0     0   668 3684 11542  0  0 97  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129188168 100324 367132    0    0     0   716 3706 12217  0  0 96  3  0
 1  2      0 129188184 100444 367316    0    0     0   744 3728 11784  0  0 96  3  0
 0  1      0 129188720 100576 367492    0    0     0   696 3730 11481  0  0 97  3  0
 0  1      0 129188864 100688 367532    0    0     0   688 3654 11559  0  0 96  3  0
 0  1      0 129187512 100812 367740    0    0     0   772 3776 12481  0  0 97  3  0
 0  1      0 129186824 100928 367808    0    0     0   708 3806 11761  0  0 96  3  0
 2  1      0 129186720 101216 367728    0    0   300   620 3586 10738  0  0 96  3  0
 0  1      0 129186912 101448 368088    0    0   144   696 3795 11754  0  0 96  3  0
 1  1      0 129186272 101524 368224    0    0     0   748 3762 11824  0  0 96  3  0
 0  1      0 129187280 101616 368228    0    0     0   736 3836 12298  0  0 96  3  0
 0  1      0 129187440 101712 368300    0    0     0   768 3697 11570  1  0 96  3  0
 0  1      0 129187168 101820 368380    0    0     0   592 3519 10666  0  0 97  3  0
 0  2      0 129186392 101912 368628    0    0     0   728 3801 11794  0  0 97  3  0
 0  1      0 129186448 102036 368672    0    0     0  1760 3815 12568  0  0 96  3  0
 0  1      0 129186024 102148 368816    0    0     0   708 3636 11006  0  0 97  3  0
 0  1      0 129185696 102216 368980    0    0     0   652 3613 10701  0  0 96  3  0
 0  1      0 129185456 102352 368972    0    0     0   760 3781 12356  0  0 97  3  0
 0  1      0 129185696 102444 369272    0    0     0   692 3692 11770  0  0 97  3  0
 0  2      0 129185792 102532 369452    0    0     0   724 3768 11922  0  0 97  3  0
 0  2      0 129184848 102636 369680    0    0     0   692 3840 11749  0  0 96  3  0
 0  2      0 129184168 102748 369740    0    0     0   664 3616 11602  0  0 97  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129184144 102864 370120    0    0     0   756 3735 12173  0  0 97  3  0
 1  0      0 129183888 103000 370248    0    0     0   760 3840 12533  1  0 96  3  0
 0  1      0 129183840 103108 370256    0    0     0   672 3981 11181  0  0 96  3  0
 0  1      0 129183344 103172 370468    0    0     0   656 3679 11481  0  0 96  3  0
 0  1      0 129182368 103276 370400    0    0     0   732 3810 11632  0  0 97  3  0
 0  2      0 129182440 103328 370764    0    0     0   700 3740 11877  0  0 96  3  0
 0  1      0 129182064 103376 370924    0    0     0  1684 3736 11689  0  0 97  3  0
 0  1      0 129181936 103396 371064    0    0     0   688 3788 11610  1  0 96  3  0
 0  1      0 129180856 103468 371004    0    0     0   764 3962 11731  0  0 96  3  0
 0  1      0 129180192 103508 371360    0    0     0   720 3628 11646  0  0 97  3  0
 0  1      0 129179856 103600 371488    0    0     0   760 3831 12370  0  0 96  3  0
 0  2      0 129179696 103668 371692    0    0     0   820 4188 12741  0  0 97  3  0
 0  1      0 129179216 103744 371808    0    0     0   708 4122 12268  0  0 97  3  0
 0  1      0 129179216 103808 371992    0    0     0   744 3746 12443  0  0 96  3  0
 0  2      0 129178784 103860 372192    0    0     0   740 3788 11846  0  0 97  3  0
 0  1      0 129178248 103900 372392    0    0     0   748 3847 12428  0  0 96  3  0
 1  1      0 129177856 103964 372512    0    0     0   672 3730 11603  0  0 96  3  0
 0  2      0 129177600 104036 372612    0    0     0   736 3667 11830  0  0 96  3  0
 0  1      0 129177264 104104 372884    0    0     0  1712 3765 11701  0  0 97  3  0
 0  2      0 129177600 104152 372952    0    0     0   748 3771 11910  0  0 97  3  0
 0  1      0 129177512 104192 373180    0    0     0   660 3672 11457  0  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 129176896 104256 373216    0    0     0   788 3756 12517  0  0 97  3  0
 1  0      0 129176912 104316 373388    0    0     0   728 3914 12323  1  0 96  3  0
 0  1      0 129176600 104360 373584    0    0     0   684 3702 11797  0  0 97  3  0
 0  1      0 129176640 104400 373668    0    0     0   736 3749 11733  0  0 96  3  0
 0  1      0 129177000 104492 373752    0    0     0   760 3664 12183  0  0 97  3  0
 0  1      0 129176616 104576 373808    0    0     0   724 3911 12464  0  0 96  3  0
 0  1      0 129176128 104644 373832    0    0     0   688 3633 10991  0  0 96  3  0
