procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 129486976  14112 298436    0    0    60     0 11566 1415115 33 12 55  0  0
18  0      0 129487024  14112 298444    0    0     0     0 12296 1429392 33 13 55  0  0
20  0      0 129487648  14120 298404    0    0     0    40 11729 1447746 33 12 55  0  0
17  0      0 129488016  14120 298476    0    0     0     0 11994 1453939 33 13 54  0  0
17  0      0 129488720  14120 298436    0    0     0     0 12516 1433366 33 12 55  0  0
19  0      0 129488992  14120 298436    0    0     0    40 11463 1425461 32 13 55  0  0
21  0      0 129489720  14124 298396    0    0     4     0 12732 1426981 33 13 54  0  0
19  0      0 129489584  14132 298456    0    0     0    24 11383 1417265 33 12 55  0  0
19  0      0 129488696  14132 298520    0    0     0     0 17381 1428680 33 13 55  0  0
17  0      0 129487288  14132 298480    0    0     0     0 11681 1422899 33 13 55  0  0
21  0      0 129487984  14132 298568    0    0     0    36 16281 1414995 33 12 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0      0 129488064  14132 298560    0    0     0     0 11366 1418634 33 13 55  0  0
17  0      0 129485536  14140 298552    0    0     0    44 11193 1403167 33 12 55  0  0
17  0      0 129484816  14140 298632    0    0     0     0 16638 1395878 33 13 55  0  0
17  0      0 129487024  14140 298720    0    0     0     0 11617 1414072 33 12 55  0  0
17  0      0 129484336  14276 298656    0    0   140     0 11618 1419761 33 12 55  0  0
21  0      0 129483616  14276 298776    0    0     0    36 16590 1408260 33 13 55  0  0
18  0      0 129484096  14284 298736    0    0     0    48 11947 1433633 33 12 55  0  0
19  0      0 129484240  14284 298740    0    0     0     0 11577 1452212 33 13 55  0  0
21  0      0 129484288  14284 298948    0    0     0     0 12156 1436250 33 13 55  0  0
20  0      0 129484272  14284 298968    0    0     0     0 11911 1446664 33 12 54  0  0
18  0      0 129484392  14284 298968    0    0     0    48 12124 1428367 33 12 55  0  0
18  0      0 129484224  14292 298896    0    0     0    12 11981 1441495 32 13 55  0  0
18  0      0 129483760  14292 298900    0    0     0     0 10688 1439526 33 12 54  0  0
19  0      0 129483176  14292 298844    0    0     0     0 11159 1443840 33 12 55  0  0
16  0      0 129483576  14292 298828    0    0     0     0 12135 1413230 33 12 55  0  0
16  0      0 129482800  14292 298832    0    0     0     0 11498 1416376 33 13 54  0  0
19  0      0 129482688  14300 298836    0    0     0    64 13011 1411719 33 12 55  0  0
19  0      0 129482784  14300 298892    0    0     0     0 11734 1434038 32 13 55  0  0
21  0      0 129482768  14300 298912    0    0     0     0 12079 1414003 33 12 55  0  0
23  0      0 129483144  14300 299096    0    0     0     0 12392 1417849 33 13 55  0  0
18  0      0 129482720  14300 299108    0    0     0     0 12881 1429560 33 12 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0      0 129482208  14308 299100    0    0     0    44 29181 1455856 33 13 54  0  0
21  0      0 129482352  14308 299356    0    0     0     0 58167 1440915 33 12 55  0  0
17  0      0 129483288  14308 299420    0    0     0     0 15201 1424210 33 13 55  0  0
17  0      0 129482896  14308 299420    0    0     0     0 16496 1422552 32 13 55  0  0
20  0      0 129482056  14308 299488    0    0     0     0 11846 1408331 33 13 55  0  0
17  0      0 129482056  14316 299492    0    0     0    24 12015 1409588 33 12 55  0  0
22  0      0 129482080  14316 299456    0    0     0    20 10944 1407158 33 13 55  0  0
18  0      0 129481456  14316 299448    0    0     0     0 11634 1395006 33 12 55  0  0
19  0      0 129481744  14316 299488    0    0     0     0 11425 1400330 33 13 55  0  0
18  0      0 129481336  14316 299408    0    0     0     0 11854 1413168 33 13 55  0  0
20  0      0 129481936  14324 299440    0    0     0    36 10627 1413261 33 13 55  0  0
17  0      0 129482032  14324 299440    0    0     0    32 10815 1415525 33 13 55  0  0
19  0      0 129482344  14324 299420    0    0     0     0 11426 1405469 33 13 54  0  0
17  0      0 129483248  14324 299452    0    0     0     0 10862 1425820 33 12 54  0  0
20  0      0 129482496  14324 299492    0    0     0     0 11368 1429008 33 12 55  0  0
20  0      0 129482800  14332 299484    0    0     0    12 11373 1425649 33 12 55  0  0
16  0      0 129483472  14332 299452    0    0     0     0 11594 1419751 33 13 54  0  0
19  0      0 129483792  14332 299380    0    0     0    16 12023 1425574 33 12 55  0  0
18  0      0 129484880  14332 299412    0    0     0     0 11352 1426176 33 12 55  0  0
17  0      0 129483584  14332 299472    0    0     0     0 11980 1436809 33 13 54  0  0
21  0      0 129484336  14340 299464    0    0     0    24 12140 1446161 33 13 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 129484128  14340 299464    0    0     0     0 12309 1410066 33 12 55  0  0
19  0      0 129484096  14340 299464    0    0     0    12 11364 1392567 33 13 55  0  0
21  0      0 129484688  14340 299408    0    0     0     0 12474 1420265 33 13 54  0  0
17  0      0 129487856  14352 299400    0    0    12     8 12317 1420103 33 12 55  0  0
22  0      0 129488400  14360 299412    0    0     0    76 11681 1428502 33 13 55  0  0
19  0      0 129488048  14360 299556    0    0     0     0 12175 1430177 33 13 55  0  0
19  0      0 129488072  14360 299544    0    0     0     0 11683 1433969 33 13 55  0  0
16  0      0 129488336  14360 299544    0    0     0    72 10098 1483127 33 12 55  0  0
17  0      0 129488368  14360 299508    0    0     0     0 10501 1454764 33 12 55  0  0
22  0      0 129486008  14368 299516    0    0     0    24 12244 1432815 33 12 54  0  0
21  0      0 129485904  14368 299556    0    0     0     0 12660 1437352 33 13 55  0  0
18  0      0 129485592  14368 299524    0    0     0     0 11559 1431813 33 12 55  0  0
20  0      0 129484704  14368 299516    0    0     0     0 12222 1432951 33 13 54  0  0
17  0      0 129486384  14368 299540    0    0     0     0 12139 1432621 33 12 55  0  0
19  0      0 129488688  14376 299540    0    0     0    12 12525 1418998 33 12 55  0  0
18  0      0 129488856  14376 299556    0    0     0     0 11480 1428356 32 13 55  0  0
18  0      0 129485920  14376 299564    0    0     0     0 11122 1417669 33 13 54  0  0
19  0      0 129486904  14376 299572    0    0     0     0 13141 1418574 33 12 55  0  0
18  0      0 129486048  14376 299572    0    0     0     0 11826 1446506 33 13 54  0  0
17  0      0 129486032  14384 299576    0    0     0    32 11445 1437165 33 13 54  0  0
17  0      0 129486168  14384 299528    0    0     0     0 12164 1425697 32 13 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 129486560  14384 299432    0    0     0     0 11905 1433254 33 12 55  0  0
20  0      0 129486200  14384 299436    0    0     0     0 10956 1431191 33 12 54  0  0
19  0      0 129486064  14384 299316    0    0     0     0 32653 1386061 34 12 55  0  0
19  0      0 129485992  14392 299364    0    0     0    28 10819 1393277 33 13 55  0  0
18  0      0 129485744  14392 299392    0    0     0     0 10839 1402100 33 12 55  0  0
20  0      0 129485568  14392 299472    0    0     0     0 11032 1410116 33 12 55  0  0
18  0      0 129485408  14392 299460    0    0     0     0 11184 1443250 33 13 55  0  0
18  0      0 129486736  14392 299376    0    0     0     0 11902 1451617 33 12 54  0  0
19  0      0 129486736  14400 299380    0    0     0    12 11635 1432465 33 12 55  0  0
19  0      0 129486816  14400 299324    0    0     0     0 12173 1406259 33 12 55  0  0
19  0      0 129487568  14400 299300    0    0     0     0 11876 1441448 33 13 55  0  0
17  0      0 129487728  14400 299260    0    0     0     0 11489 1421790 33 12 55  0  0
17  0      0 129486672  14400 299304    0    0     0     0 12280 1436954 33 13 54  0  0
20  0      0 129487072  14408 299304    0    0     0    12 13386 1407406 33 12 55  0  0
20  0      0 129487168  14408 299248    0    0     0     0 12207 1428071 32 13 55  0  0
17  0      0 129488320  14408 299240    0    0     0     0 11856 1435884 33 12 55  0  0
20  0      0 129488400  14408 299252    0    0     0    20 11549 1418054 33 13 54  0  0
18  0      0 129488168  14408 299260    0    0     0     0 10873 1427280 33 13 55  0  0
20  0      0 129487232  14416 299200    0    0     0    24 11829 1431594 33 12 55  0  0
21  0      0 129486672  14416 299132    0    0     0     0 10944 1453589 33 12 55  0  0
18  0      0 129486672  14416 299132    0    0     0     0 10923 1456842 33 12 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 129485680  14416 299124    0    0     0     0 10755 1469583 33 13 55  0  0
19  0      0 129485624  14416 299160    0    0     0    44 12175 1417526 33 12 55  0  0
17  0      0 129484640  14424 299172    0    0     0    24 12478 1432847 33 12 55  0  0
16  0      0 129485136  14424 299172    0    0     0     0 11460 1426926 33 12 55  0  0
19  0      0 129484480  14424 299100    0    0     0     0 11176 1429490 33 12 55  0  0
21  0      0 129484632  14424 299028    0    0     0     0 11220 1452665 33 12 55  0  0
20  0      0 129484928  14424 298984    0    0     0     8 10863 1439576 32 13 54  0  0
18  0      0 129484688  14432 298936    0    0     0    12 11993 1406792 33 12 55  0  0
20  0      0 129484576  14432 298936    0    0     0     0 11695 1413006 33 12 55  0  0
19  0      0 129485024  14432 298904    0    0     0     0 12119 1441513 33 13 54  0  0
19  0      0 129484976  14432 298888    0    0     0     0 11725 1447679 33 12 55  0  0
20  0      0 129485240  14432 298892    0    0     0     4 11414 1452296 33 12 55  0  0
19  0      0 129484608  14440 298884    0    0     0    20 11456 1442384 33 13 55  0  0
17  0      0 129488736  14440 298896    0    0     0     8 11653 1427255 34 12 55  0  0
21  0      0 129488624  14440 298912    0    0     0     0 12053 1430411 32 13 54  0  0
18  0      0 129488928  14440 298928    0    0     0     0 11358 1432248 33 12 55  0  0
19  0      0 129487560  14440 298960    0    0     0     0 11596 1432256 33 13 54  0  0
18  0      0 129487632  14448 298960    0    0     0    56 10763 1432264 33 12 55  0  0
16  0      0 129487696  14448 298972    0    0     0     0 10297 1449074 33 12 55  0  0
17  0      0 129487536  14448 298964    0    0     0     0 10899 1434030 33 12 55  0  0
20  0      0 129486912  14448 299012    0    0     4     0 11189 1433366 33 12 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0      0 129487024  14448 299040    0    0     0     0 31782 1443487 33 13 55  0  0
19  0      0 129486304  14456 299032    0    0     0    12 54122 1437639 33 13 55  0  0
17  0      0 129485936  14456 299040    0    0     0     0 58617 1441902 33 12 54  0  0
19  0      0 129486192  14456 299040    0    0     0     0 61924 1434880 33 12 55  0  0
18  0      0 129485968  14456 298996    0    0     0     0 11974 1448676 32 13 55  0  0
21  0      0 129486032  14456 299004    0    0     0    20 12571 1439248 33 13 55  0  0
18  0      0 129485792  14464 298988    0    0     0    24 11963 1449982 33 12 55  0  0
19  0      0 129485136  14464 298964    0    0     0     0 11480 1459676 32 13 55  0  0
18  0      0 129485360  14464 298948    0    0     0     0 11316 1436100 33 12 55  0  0
18  0      0 129484232  14464 298940    0    0     0     0 12319 1441957 33 13 55  0  0
20  0      0 129484912  14464 298940    0    0     0     0 11662 1448567 33 13 54  0  0
19  0      0 129485152  14472 298908    0    0     0    12 11223 1468309 33 12 54  0  0
16  0      0 129485096  14472 298880    0    0     0     0 11590 1458797 33 12 55  0  0
22  0      0 129484112  14472 299144    0    0     0     0 10488 1451338 33 12 55  0  0
17  0      0 129484280  14472 299144    0    0     0     0 11231 1442795 33 13 54  0  0
17  0      0 129483608  14472 299208    0    0     0    68 11099 1437052 33 12 55  0  0
20  0      0 129484568  14480 299248    0    0     0    28 11504 1434509 33 12 55  0  0
17  0      0 129484416  14480 299252    0    0     0     0 11803 1426233 33 13 55  0  0
20  0      0 129484736  14480 299332    0    0     0     0 11618 1419651 33 12 55  0  0
17  0      0 129484512  14480 299328    0    0     0     0 11861 1421543 33 13 54  0  0
18  0      0 129485264  14480 299368    0    0     0     4 12663 1431558 33 12 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 129484736  14488 299400    0    0     0    12 12293 1455939 33 13 54  0  0
22  0      0 129484856  14488 299456    0    0     0     0 11756 1436149 33 12 55  0  0
18  0      0 129485128  14488 299472    0    0     0     0 12207 1430140 33 13 55  0  0
20  0      0 129485008  14488 299472    0    0     0     0 11888 1443059 32 13 54  0  0
23  0      0 129483744  14488 299504    0    0     0     0 11942 1434549 33 13 54  0  0
16  0      0 129483232  14496 299536    0    0     0    16 12174 1430820 33 13 55  0  0
19  0      0 129482640  14496 299632    0    0     0     0 12590 1438308 33 13 55  0  0
19  0      0 129482968  14496 299716    0    0     0     0 11505 1431578 32 13 55  0  0
20  0      0 129482144  14496 299796    0    0     0     0 11576 1414402 33 13 55  0  0
18  0      0 129482552  14496 299932    0    0     0     0 12597 1437175 32 13 54  0  0
17  0      0 129483168  14504 299948    0    0     0    12 10816 1445226 33 12 55  0  0
16  0      0 129482880  14504 299996    0    0     0     0 11266 1461894 33 12 55  0  0
17  0      0 129483328  14504 300044    0    0     0     0 11317 1444211 32 13 55  0  0
22  0      0 129483224  14504 300040    0    0     0     0 10922 1443425 32 13 55  0  0
20  0      0 129483120  14504 300056    0    0     0     0 10874 1422698 33 12 55  0  0
19  0      0 129483520  14512 300040    0    0     0    32 11802 1474828 33 12 55  0  0
19  0      0 129482960  14512 300000    0    0     0     0 11480 1441113 33 12 55  0  0
21  0      0 129483256  14512 299952    0    0     0     0 11252 1433533 33 12 55  0  0
17  0      0 129483976  14512 299952    0    0     0     0 12001 1442219 32 13 55  0  0
18  0      0 129484216  14512 299936    0    0     0     0 10927 1445654 33 13 54  0  0
20  0      0 129484192  14520 299848    0    0     0    24 11977 1455300 33 12 54  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 129485480  14520 299848    0    0     0     0 11362 1452127 33 13 55  0  0
19  0      0 129485456  14520 299852    0    0     0     0 11485 1431156 32 13 55  0  0
20  0      0 129484720  14520 300020    0    0     0     0 40759 1447061 33 13 55  0  0
22  0      0 129484496  14520 300036    0    0     0     0 53189 1448277 33 13 55  0  0
19  0      0 129484000  14528 300036    0    0     0    44 55858 1416734 33 12 55  0  0
19  0      0 129483096  14528 300084    0    0     0     0 12299 1427319 33 13 54  0  0
18  0      0 129483576  14528 300084    0    0     0     0 10377 1459003 32 13 55  0  0
20  0      0 129484704  14528 300020    0    0     0     0 10499 1455696 32 13 55  0  0
18  0      0 129484112  14528 300000    0    0     0     0 11022 1461087 33 13 55  0  0
17  0      0 129484232  14536 299996    0    0     0    12 10842 1443996 33 13 54  0  0
18  0      0 129484128  14536 299980    0    0     0     0 12014 1413898 33 12 55  0  0
20  0      0 129485016  14536 299980    0    0     0     0 11933 1431162 33 13 55  0  0
19  0      0 129484928  14536 299908    0    0     0     0 13037 1415363 33 12 55  0  0
19  0      0 129484464  14536 299908    0    0     0     0 12154 1417236 33 13 55  0  0
20  0      0 129484368  14544 299908    0    0     0    12 10607 1451729 33 12 55  0  0
19  0      0 129484616  14544 299920    0    0     0     0 11449 1460115 33 13 55  0  0
21  0      0 129485368  14544 299904    0    0     0     0 11644 1461795 33 13 54  0  0
18  0      0 129485504  14544 299896    0    0     0     0 10915 1465249 33 12 54  0  0
19  0      0 129484736  14544 299912    0    0     0     0 11677 1451023 33 12 55  0  0
18  0      0 129483944  14552 299904    0    0     0    16 11049 1433612 33 12 55  0  0
20  0      0 129484128  14552 299776    0    0     0     0 11600 1435521 33 12 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0      0 129484400  14552 299792    0    0     0     0 10681 1456176 33 13 55  0  0
18  0      0 129484304  14552 299792    0    0     0     0 11056 1436418 33 12 55  0  0
20  0      0 129485104  14552 299756    0    0     0     0 11351 1454822 33 13 55  0  0
18  0      0 129485664  14560 299720    0    0     0    12 11733 1461209 33 12 55  0  0
19  0      0 129485688  14560 299728    0    0     0     0 11662 1450161 33 12 55  0  0
17  0      0 129484624  14560 299660    0    0     0     0 11855 1452688 33 13 55  0  0
19  0      0 129485280  14560 299756    0    0     0     0 11247 1458052 32 13 55  0  0
17  0      0 129485248  14560 299756    0    0     0     0 10666 1452602 33 13 55  0  0
18  0      0 129485536  14568 299772    0    0     0    12 10987 1440572 32 13 54  0  0
19  0      0 129485336  14572 299876    0    0     4    20 11916 1430689 33 12 55  0  0
21  0      0 129485528  14572 299920    0    0     0     0 12006 1438515 33 13 55  0  0
18  0      0 129485088  14572 300008    0    0     0     0 11104 1452925 33 13 55  0  0
19  0      0 129485728  14572 300032    0    0     0     0 12474 1434944 33 12 55  0  0
17  0      0 129485608  14580 300120    0    0     0    28 13290 1418370 33 12 55  0  0
18  0      0 129484648  14580 300216    0    0     0     8 11529 1444314 33 12 55  0  0
18  0      0 129484224  14580 300328    0    0     0     0 11894 1434158 32 13 55  0  0
16  0      0 129483104  14580 300408    0    0     0     0 11311 1445200 33 13 54  0  0
18  0      0 129482896  14580 300428    0    0     0     0 11911 1450911 33 12 55  0  0
19  0      0 129483152  14588 300404    0    0     0    24 10843 1443052 33 12 55  0  0
19  0      0 129482736  14588 300460    0    0     0     0 10680 1451020 33 13 55  0  0
17  0      0 129482520  14588 300468    0    0     0     0 11178 1449353 33 13 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  1      0 129478632  15276 300472    0    0  1148     0 10938 1440216 33 12 54  1  0
16  0      0 129478816  15276 301036    0    0   116     0 11233 1436695 33 12 54  0  0
20  0      0 129479376  15284 301028    0    0     0    12 12823 1423839 33 13 55  0  0
19  0      0 129478656  15284 301052    0    0     0     0 12185 1445328 32 13 55  0  0
19  0      0 129478240  15284 301092    0    0     0     0 38793 1442483 33 13 55  0  0
21  0      0 129477952  15284 301048    0    0     0     0 43334 1446346 33 12 55  0  0
19  0      0 129478784  15284 301120    0    0     0     0 12115 1432220 33 12 55  0  0
19  0      0 129478776  15292 301152    0    0     0    12 11392 1440967 33 12 55  0  0
17  0      0 129478640  15292 301160    0    0     0     0 12592 1439277 33 12 55  0  0
20  0      0 129478360  15292 301140    0    0     0     0 12019 1440946 32 13 55  0  0
18  0      0 129478480  15292 301124    0    0     0     0 11516 1418955 33 12 55  0  0
20  0      0 129478352  15292 301128    0    0     0     0 11371 1420917 33 12 55  0  0
17  0      0 129478672  15300 301176    0    0     0    12 13204 1414786 33 13 55  0  0
18  0      0 129478120  15300 301180    0    0     0     0 10850 1408283 33 13 55  0  0
18  0      0 129478128  15300 301172    0    0     0     0 10467 1419309 33 12 55  0  0
16  0      0 129478320  15300 301124    0    0     0     0 10755 1407428 33 12 55  0  0
18  0      0 129477568  15300 301132    0    0     0     0 11220 1399964 33 13 54  0  0
19  0      0 129477896  15308 301068    0    0     0    12 11189 1400089 33 12 55  0  0
20  0      0 129478368  15308 301068    0    0     0    24 11516 1428423 33 13 55  0  0
19  0      0 129479552  15308 301040    0    0     0     0 16162 1443584 33 13 54  0  0
19  0      0 129479696  15308 301152    0    0     0     0 11857 1427336 33 13 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0      0 129479976  15368 301092    0    0    96     0 12825 1425434 33 12 54  0  0
16  0      0 129480032  15376 301148    0    0     0    32 15267 1435757 34 12 55  0  0
18  0      0 129479992  15376 301156    0    0     0    36 12133 1421251 33 13 55  0  0
18  0      0 129479888  15376 301160    0    0     0     0 11313 1405167 33 12 55  0  0
17  0      0 129479536  15376 301156    0    0     0     0 11430 1411669 33 12 55  0  0
21  0      0 129479432  15376 301156    0    0     0     0 10984 1406000 33 13 54  0  0
18  0      0 129479104  15388 301048    0    0    12    12 12204 1409529 33 13 54  0  0
23  0      0 129479784  15388 301056    0    0     0     0 17236 1461039 33 12 55  0  0
20  0      0 129480512  15388 301088    0    0     0     8 11404 1457095 32 13 55  0  0
17  0      0 129479856  15388 301112    0    0     0     0 12167 1435087 33 12 54  0  0
19  0      0 129479744  15388 301136    0    0     0     0 12682 1407599 33 13 55  0  0
19  0      0 129479216  15396 301168    0    0     0    24 11628 1442489 32 13 55  0  0
17  0      0 129478608  15396 301120    0    0     0     0 16854 1434256 33 13 54  0  0
20  0      0 129478912  15396 301132    0    0     0     0 12430 1416106 33 12 55  0  0
18  0      0 129477968  15396 301060    0    0     0     0 11296 1434896 33 13 55  0  0
19  0      0 129478528  15396 300916    0    0     0     0 11814 1416958 33 13 54  0  0
16  0      0 129478320  15404 301004    0    0     0    12 12268 1424393 33 12 55  0  0
16  0      0 129477936  15404 301004    0    0     0     0 10012 1419786 33 12 55  0  0
18  0      0 129478504  15404 301076    0    0     0     0 12937 1421144 33 12 55  0  0
19  0      0 129478360  15404 301108    0    0     0     0 11143 1430259 33 13 55  0  0
18  0      0 129479280  15404 301064    0    0     0     0 11953 1430144 33 12 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 129479184  15412 301068    0    0     0    12 12071 1451077 33 13 54  0  0
19  0      0 129479824  15412 301076    0    0     0     0 11945 1421671 33 13 54  0  0
17  0      0 129479664  15412 301084    0    0     0     0 12148 1406627 32 13 54  0  0
17  0      0 129480056  15412 301104    0    0     0     0 11200 1433690 33 12 55  0  0
18  0      0 129479736  15412 301056    0    0     0     0 10195 1432499 32 13 55  0  0
19  0      0 129480288  15420 300976    0    0     0    12 11579 1422989 33 13 55  0  0
19  0      0 129481024  15420 301000    0    0     0     0 33357 1425441 32 13 55  0  0
19  0      0 129481280  15420 301004    0    0     0    24 10698 1411731 33 12 55  0  0
20  0      0 129480848  15420 301004    0    0     0     0 11368 1410060 33 13 55  0  0
18  0      0 129480336  15420 301056    0    0     0     0 10929 1407862 33 12 55  0  0
20  0      0 129480472  15428 301068    0    0     0    24 16181 1404173 32 13 55  0  0
17  0      0 129480352  15428 301068    0    0     0     0 11461 1407433 33 13 55  0  0
19  0      0 129480224  15428 301052    0    0     0     4 10965 1407670 33 13 55  0  0
17  0      0 129480512  15428 301036    0    0     0     0 10177 1396938 33 12 55  0  0
20  0      0 129480048  15428 301036    0    0     0     0 10687 1381206 33 12 55  0  0
22  0      0 129480384  15436 300996    0    0     0    12 10452 1392493 33 13 55  0  0
19  0      0 129480816  15436 301088    0    0     0     0 10691 1407770 33 13 55  0  0
18  0      0 129480832  15436 301096    0    0     0     4 11067 1402818 32 13 55  0  0
18  0      0 129482072  15436 300984    0    0     0     0 11060 1404830 33 12 55  0  0
20  0      0 129482624  15436 300960    0    0     0     0 11005 1391617 33 12 55  0  0
16  0      0 129482536  15444 300948    0    0     0    12 12371 1422416 32 13 55  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 129482448  15444 300948    0    0     0     0 11103 1452954 33 13 55  0  0
21  0      0 129482456  15444 300976    0    0     0    28 10400 1466794 33 13 54  0  0
17  0      0 129482192  15444 301112    0    0     0     0 10796 1441888 33 13 55  0  0
19  0      0 129482048  15444 301148    0    0     0     0 10144 1443999 33 13 54  0  0
20  0      0 129481616  15452 301220    0    0     0    24 11028 1442807 33 13 54  0  0
18  0      0 129481360  15452 301228    0    0     0     0 11725 1428291 33 13 55  0  0
17  0      0 129481104  15452 301264    0    0     0     0 12014 1439326 33 13 54  0  0
19  0      0 129481064  15452 301296    0    0     0     0 12682 1432497 33 13 55  0  0
19  0      0 129481400  15452 301344    0    0     0     0 11752 1421159 33 13 55  0  0
21  0      0 129480640  15460 301372    0    0     0    12 10654 1420883 34 12 55  0  0
19  0      0 129481248  15460 301372    0    0     0     0 10795 1442323 33 12 55  0  0
22  0      0 129480528  15460 301364    0    0     0     0 11928 1439137 33 13 54  0  0
22  0      0 129480864  15460 301340    0    0     0     0 12110 1454450 33 12 55  0  0
19  0      0 129481712  15460 301284    0    0     0     0 10843 1464345 34 12 55  0  0
20  0      0 129480880  15468 301268    0    0     0    12 12513 1429029 33 12 54  0  0
16  0      0 129480904  15468 301260    0    0     0     0 11088 1432820 33 13 55  0  0
20  0      0 129480176  15468 301128    0    0     0     0 11999 1420711 33 12 55  0  0
22  0      0 129480520  15468 301156    0    0     0    20 11718 1443715 33 13 55  0  0
17  0      0 129480240  15468 301172    0    0     0     0 11435 1441838 33 12 55  0  0
18  0      0 129480256  15476 301128    0    0     0    24 11537 1448130 33 12 55  0  0
17  0      0 129480064  15476 301112    0    0     0     0 12906 1427538 33 13 54  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
21  0      0 129480576  15476 301104    0    0     0     0 10817 1425888 33 12 55  0  0
17  0      0 129480552  15476 301136    0    0     0     0 11646 1417652 33 13 55  0  0
21  0      0 129480392  15476 301288    0    0     0     0 11942 1423222 33 12 55  0  0
16  0      0 129481176  15484 301332    0    0     0    12 10779 1435846 33 13 55  0  0
19  0      0 129481328  15484 301324    0    0     0     0 35273 1420908 33 12 54  0  0
20  0      0 129480984  15484 301404    0    0     0     0 49915 1431004 33 13 54  0  0
21  0      0 129480944  15484 301340    0    0     0     0 43757 1456691 33 13 54  0  0
19  0      0 129480840  15484 301344    0    0     0     0 35511 1440776 33 12 55  0  0
17  0      0 129480856  15492 301336    0    0     0    12 10519 1452340 33 12 55  0  0
18  0      0 129480600  15492 301384    0    0     0     0 11696 1436368 32 13 54  0  0
17  0      0 129481192  15492 301420    0    0     0     0 9995 1441605 33 12 54  0  0
19  0      0 129481232  15492 301428    0    0     0     8 11127 1406640 33 12 55  0  0
17  0      0 129481104  15492 301420    0    0     0     0 12378 1395973 33 13 55  0  0
21  0      0 129481616  15500 301412    0    0     0    24 11183 1405742 33 13 55  0  0
20  0      0 129481680  15500 301396    0    0     0     0 10315 1395992 33 12 55  0  0
16  0      0 129481648  15500 301396    0    0     0     0 11006 1407009 33 13 55  0  0
19  0      0 129482080  15500 301356    0    0     0    28 12618 1397303 33 12 55  0  0
21  0      0 129482392  15500 301348    0    0     0     0 11549 1390157 33 12 55  0  0
18  0      0 129482400  15508 301360    0    0     0    12 12055 1429986 33 13 55  0  0
19  0      0 129482224  15508 301424    0    0     0     0 11690 1419480 33 13 55  0  0
20  0      0 129481640  15508 301484    0    0     0     0 14795 1420482 33 13 54  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 129481160  15508 301460    0    0     0     0 12406 1443872 33 12 55  0  0
17  0      0 129481440  15508 301460    0    0     0     0 10606 1461723 33 13 55  0  0
17  0      0 129481864  15516 301328    0    0     0    12 11190 1452963 33 13 55  0  0
17  0      0 129482256  15516 301328    0    0     0     0 12519 1440331 32 13 55  0  0
17  0      0 129482576  15516 301344    0    0     0     0 12244 1434907 33 12 55  0  0
18  0      0 129482200  15516 301328    0    0     0     0 12055 1435674 33 13 55  0  0
17  0      0 129481192  15516 301340    0    0     0     0 11758 1454578 33 12 55  0  0
20  0      0 129481088  15524 301308    0    0     0    12 11139 1435900 33 12 55  0  0
