procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 129469224  21692 298240    0    0     0  1036 3629 17102  1  0 96  3  0
18  2      0 129468984  21880 298224    0    0     0   960 3507 16307  0  0 96  3  0
 0  1      0 129467952  22056 298532    0    0     0   928 3660 17558  1  0 96  3  0
 0  1      0 129467168  22224 298504    0    0     0   932 3526 14921  1  0 96  3  0
 0  1      0 129467288  22408 298620    0    0     0   996 3671 17377  1  0 96  3  0
 0  1      0 129467248  22584 298624    0    0     0   944 3668 17169  1  0 96  3  0
 0  1      0 129467472  22768 298912    0    0     0  1144 3760 17105  1  0 96  3  0
 0  1      0 129467160  22928 298968    0    0     0   812 3450 15005  1  0 96  3  0
 0  1      0 129466512  23108 299124    0    0     0  1048 3665 15390  0  0 96  3  0
 0  1      0 129465616  23296 299232    0    0     8   908 3626 15518  0  0 96  3  0
 0  1      0 129464896  23488 299204    0    0     0   892 3650 17219  0  0 96  3  0
 0  1      0 129464560  23656 299328    0    0     0   764 3455 15017  1  0 96  3  0
 0  2      0 129464896  23828 299340    0    0     4   960 3601 17053  1  0 96  3  0
 0  1      0 129463312  24004 299512    0    0     0   832 3634 15624  0  0 96  3  0
 0  1      0 129462640  24196 299528    0    0     0   928 3727 18759  1  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129462784  24372 299620    0    0     0   856 3329 12597  1  0 97  3  0
 1  3      0 129462672  24548 299716    0    0     0   868 3714 17067  1  0 96  3  0
 0  1      0 129461696  24708 299720    0    0     0   904 3474 15140  0  0 96  3  0
 0  1      0 129461416  24892 299784    0    0     0   852 3669 17088  1  0 96  3  0
 0  2      0 129461136  25084 299852    0    0     0  1060 3492 17026  1  0 96  3  0
 0  2      0 129460856  25252 299856    0    0     0   944 3651 15252  1  0 96  3  0
 0  2      0 129460976  25444 299892    0    0     0   904 3610 18911  1  0 96  3  0
 0  1      0 129460432  25612 300168    0    0     0   988 3585 15111  1  0 96  3  0
 0  3      0 129460464  25796 300104    0    0     0   960 3630 17224  1  0 96  3  0
 0  1      0 129460584  25972 300368    0    0     0  1048 3296 12281  0  0 96  3  0
 0  1      0 129460048  26164 300432    0    0     0   944 3638 18948  1  0 96  3  0
 0  1      0 129460288  26348 300492    0    0     0   892 3603 15277  1  0 96  3  0
 0  1      0 129460208  26532 300416    0    0     0  1036 3737 16875  1  0 96  3  0
 0  2      0 129459592  26716 300696    0    0     0   976 3562 17132  1  0 96  3  0
 0  2      0 129460224  26908 300800    0    0     0   896 3655 19021  1  0 96  3  0
 0  1      0 129459088  27084 300956    0    0     0   920 3681 16969  1  0 96  3  0
 0  2      0 129459072  27276 301112    0    0     0   900 3578 17387  1  0 96  3  0
 0  2      0 129459664  27452 301188    0    0     8   904 3566 16651  1  0 95  4  0
 0  1      0 129459808  27628 301320    0    0     0   868 3923 17081  1  0 96  3  0
 0  1      0 129459096  27820 301296    0    0     0   956 4254 17539  1  0 96  3  0
 0  1      0 129458936  28012 301424    0    0     0   876 3951 15596  0  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 129458912  28188 301396    0    0     0   848 3523 16675  1  0 96  3  0
 0  1      0 129457808  28356 301604    0    0     0   936 3621 15088  1  0 96  3  0
 1  1      0 129457280  28540 301540    0    0     0   852 3691 16858  1  0 96  3  0
 0  1      0 129457528  28724 301704    0    0     0   964 3604 17307  1  0 96  3  0
 0  2      0 129457744  28900 301600    0    0     0   868 3448 15012  0  0 96  3  0
 0  1      0 129456656  29084 302032    0    0     0   840 4104 17166  1  0 96  3  0
 0  1      0 129457488  29252 302228    0    0     0   964 3875 16837  1  0 96  3  0
 0  1      0 129456504  29452 302284    0    0     0   856 3968 19380  1  0 96  3  0
 0  1      0 129456280  29644 302396    0    0     0   792 5387 15525  1  0 96  3  0
 0  1      0 129456112  29820 302424    0    0     0   760 3733 17076  1  0 96  3  0
 0  1      0 129456152  29988 302616    0    0     0   776 3579 16671  1  0 96  3  0
 1  2      0 129455568  30172 302544    0    0     0   820 3602 15476  0  0 96  3  0
 0  3      0 129454640  30372 302728    0    0     0   888 3702 17365  1  0 96  3  0
 0  3      0 129455552  30548 302988    0    0     0   836 3622 17273  1  0 96  3  0
 0  1      0 129454768  30708 303100    0    0     0   788 3600 14885  1  0 96  3  0
 0  1      0 129454160  30900 303252    0    0     0   908 3858 17192  1  0 96  3  0
 0  1      0 129453784  31092 303392    0    0     0   848 3763 17619  1  0 96  3  0
 0  1      0 129454416  31276 303408    0    0     0   804 3452 14859  0  0 96  3  0
 1  1      0 129453368  31468 303580    0    0     0   868 3772 17300  1  0 96  3  0
 0  2      0 129453216  31652 303656    0    0     0   808 3646 17136  0  0 96  3  0
 0  1      0 129452560  31860 303704    0    0     0   844 3646 17231  0  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129452256  32044 303628    0    0     0   764 3644 16735  1  0 96  3  0
 0  2      0 129451560  32244 303792    0    0     0   876 3781 17420  1  0 96  3  0
 0  1      0 129451800  32436 303816    0    0     0   888 3723 17516  1  1 96  3  0
 0  1      0 129452896  32636 304024    0    0     0   912 4065 19415  1  0 96  3  0
 0  1      0 129452144  32828 304020    0    0     0   852 3736 17281  1  0 96  3  0
 0  1      0 129451776  33012 304224    0    0     0   792 3684 15360  1  0 96  3  0
 0  1      0 129451568  33212 304360    0    0     0   928 3779 19467  1  0 96  3  0
 0  1      0 129451728  33396 304320    0    0     0   896 3602 15126  1  0 96  3  0
 1  1      0 129451600  33580 304224    0    0     0  1004 3781 17387  1  0 96  3  0
 0  1      0 129451800  33764 304620    0    0     0   772 3686 17308  1  0 96  3  0
 0  1      0 129451064  33940 304744    0    0     0  1052 3553 16783  1  0 96  3  0
 0  1      0 129449512  34092 304888    0    0     0   908 3601 14877  1  0 96  3  0
 0  1      0 129449504  34292 305012    0    0     0  1116 3703 17472  1  0 96  3  0
 0  2      0 129448944  34492 305176    0    0     0   964 3850 17161  1  0 96  3  0
 0  1      0 129448480  34676 305284    0    0     0   864 3643 17058  1  0 96  3  0
 2  2      0 129447560  34868 305348    0    0     0   804 3783 18855  1  1 96  3  0
 0  1      0 129447080  35060 305624    0    0     0   876 3696 17364  1  0 96  3  0
 0  2      0 129446880  35252 305744    0    0     0   836 3644 18780  1  0 96  3  0
 0  1      0 129444728  35436 305888    0    0     0   856 3734 17125  1  0 96  3  0
14  1      0 129444768  35640 305948    0    0     4   892 3644 17424  0  0 96  3  0
 0  1      0 129444672  35824 306192    0    0     0   860 4010 15971  1  0 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 129444656  36016 306288    0    0     0   900 4191 16993  1  0 96  3  0
 0  1      0 129444080  36208 306212    0    0     0   836 3833 17423  1  0 96  3  0
 0  1      0 129444368  36416 306292    0    0     0   900 3766 19503  0  0 96  3  0
 0  2      0 129444000  36608 306572    0    0     0   840 3681 17284  1  0 96  3  0
11  2      0 129443712  36800 306472    0    0     0   808 3652 17112  1  0 96  3  0
 1  2      0 129443296  36976 306872    0    0     0   784 3588 15440  1  0 96  3  0
 0  1      0 129443656  37176 306888    0    0     0   848 7405 17223  1  0 96  3  0
